580,300,580,300,581,301,577,302,571,301,574,300,575,294,570,297,573,298,572,300,573,297,555,292,571,302,572,302,570,297,568,298,567,317,536,322,535,331,537,329,530,326,538,330,539,332,518,359,517,359,518,361,521,361,519,361,521,362,522,360,522,361,516,364,516,365,526,362,550,374,538,363,546,366,548,376,616,390,613,391,614,393,621,399,620,398,630,408,631,409,631,405,632,407,634,408,631,449,616,446,659,391,671,433,685,419,693,408,693,410,693,405,695,405,683,394,693,402,694,405,695,407,659,436,614,455,624,463,623,465,635,471,618,465,612,454,590,445,571,465,568,456,566,400,550,453,529,472,530,457,519,458,499,446,484,472,489,468,544,364,516,396,486,439,476,447,469,447,475,462,470,454,481,441,477,453,468,458,488,447,486,430,502,392,474,467,463,470,457,467,462,465,484,438,476,461,467,469,470,468,463,467
577.88,311.17,577.94,311.07,577.4,311.48,569.35,310.75,561.56,307.02,565.61,307.27,563.17,295,559.56,300.01,563.87,305.03,562.92,307.1,563.25,302.08,545.28,288.21,562.09,309.88,564.31,310.79,559.02,299,557.46,301.01,556.71,319.97,526.49,327.97,525.8,338.15,525.48,329.47,520.12,321.04,527.65,334.29,530.62,338.49,506.82,360,505.24,359.97,506.77,363,512.28,364.96,508.5,363.91,512.81,367.15,511.81,364.15,511.79,365.17,505.36,367.08,506.07,368.95,523.31,371.76,543.68,382.3,529.56,357.47,534.92,365.94,543.19,384.84,611.1,399.91,603.73,397.21,604.91,400.06,617.63,409.45,614.48,407.63,620.54,413.88,620.77,413.01,621.63,411.11,622.48,412.5,625.92,415.11,621.48,443.49,607.8,438.69,649.37,396.65,659.17,432.14,673.41,420,683.77,414.29,685.09,417.97,684.21,410.82,686.25,410.77,672.96,389.98,683.18,405.85,686.55,413.36,689.31,416.67,649.45,431.44,604.96,449.98,613.5,466.49,613.44,469.6,623.43,469.92,606.97,463,600.93,455.99,577.81,445,561.88,458.94,557.26,453.25,555.48,403,540.21,448.16,518.91,467.88,519.77,453.89,508.01,456.01,487.01,446,475,465,479.87,461.94,532.41,365.01,504.51,397,474.96,437.01,466.05,443.06,459.05,443.02,466.09,455.02,462.47,446.48,471.17,437.13,467.53,446.53,458.54,451.65,478.09,442.03,476.28,425.16,490.86,394.11,465.11,459.11,453.34,464.41,448.24,460.25,455.47,456.36,474.62,433.89,466.9,454.95,461.35,459.38,466.49,457.46,455.92,457.92
570.72,320.26,570.84,320.15,570,320.01,559.75,315.92,551.35,311.07,556.08,312.97,551.34,293.99,547.96,301,554.28,310.84,553.04,311.98,552.46,304.55,535.3,284.25,552.58,316.01,554.99,317.01,547.04,299.02,545.29,301.03,545.42,321,515.72,331.1,515.37,342.08,515.15,325.1,510.7,314.64,516.77,337.2,521.38,342.98,496.06,357.99,493.96,357.98,495.48,363.03,502.99,368.01,497.31,365.98,504.1,370.94,500.39,366,500.85,367.98,493.7,368,495.37,370.98,516.97,380.03,535.15,387.9,522.11,350.19,525.72,361.77,536.81,393.35,602.63,407.02,593.08,400.02,594.74,404.23,609.85,418.16,604.8,413.13,608.87,414.99,609.64,411.1,609.64,411,611.52,414.47,615.46,418.01,613.04,435.04,599.25,430.36,638.83,400.14,648.9,427.94,662.35,418.14,673.02,417,675.31,422.7,673.96,413,675.03,411,663.48,384.47,672.17,406.99,677.44,420.65,679.88,423.09,639.76,426.8,595.79,444.78,601.42,467,602.35,471,612.84,466.96,596.41,459.91,589.2,457,566.1,443.99,553.19,451.23,547.24,448.92,544.88,405.99,530.41,443,509.32,462.28,509.63,450.66,497.04,454.03,475.5,444.97,466.26,457.27,471.47,453.46,520.33,365,492.54,397,464.35,434.11,456.6,437.63,449.15,439.05,457.41,447.44,454.44,438.44,461.53,432.54,458.02,440.02,449.71,443.65,468.01,437,466.06,421.03,479.42,396.01,456.43,450.43,443.94,457.98,439.97,451.97,448.81,447.79,464.63,430.87,458.25,447.24,456.29,449.33,463.01,446.94,448.04,449.08
561.46,327,561.66,327.03,560.61,326.51,549.67,319.94,540.66,314.1,545.63,316.35,540.48,291,536.34,302.07,544,315,542.59,315.4,540.74,304.77,525.01,281,542.65,321.14,545.25,321.96,536.47,296.13,534.56,299.89,534.14,320,504.02,332,503.16,342,505.1,320.03,501.55,307.45,505.28,339.03,511.1,345.01,486.22,354.15,483.71,353.77,483.69,362,492.79,369,485.17,366,494.68,373.29,488.58,365.04,488.53,368,482.03,367,484.07,370.05,509.66,387.32,525.11,390,516.47,341.59,517.09,356.08,528.01,399,593.12,412.94,581.07,399.99,583.5,406.01,600.86,425.19,594.09,415.94,598.6,410.86,599.55,406.59,597.74,410.78,600.22,414.19,603.76,417.79,606.08,426.07,593.02,421.07,627.54,402.01,639.2,422.23,652.52,412.99,661.49,418,665.08,426.01,662.62,413.08,664.76,408.8,653.5,380.46,661.07,406,667.53,426.04,669.94,427.98,629.89,422.91,586.84,438.96,589.58,466.01,591.1,469.98,602.74,462.8,585.87,457.02,577.47,456.03,554.95,441.96,545.5,442.53,537.41,444.32,533.76,408.09,520.95,436.94,499.74,456.67,499.7,446.74,486.62,451.11,464.65,442.67,459.02,448.35,463.97,444.67,508.26,365,481.05,398,454.15,430.12,446.88,432.92,439.58,433.98,448.52,440.49,446.45,430.35,452.24,427.15,448.72,432.82,440.68,435.97,458.31,430.93,456.57,414.98,467.7,397.27,447.67,441.97,434.77,450.86,431.7,443.7,442.13,439.22,454.62,428.12,449.81,438.84,452.02,439.04,460.04,436.13,440.92,439.93
551.96,333.05,552.15,332.87,550.37,331.01,539.49,323.52,529.53,315.91,534.81,318.97,529.6,287.87,524.26,302,533.76,318.92,531.49,317.51,529.05,304,515.04,277.03,532.31,324.75,535.2,326.07,526.25,292.23,522.88,299.02,523.33,318,492.31,333,491.44,341.1,496.11,312.11,492.07,301.02,493.41,340.03,500.33,346,476.53,349.57,473.25,350.11,472.38,360.03,482.56,368,473.51,364.99,484.51,374,477.27,363.1,477.18,366,470.35,366.01,472.38,370,501.12,392.92,514.11,390,511.69,332.56,508.94,348.98,519.33,404.71,581.99,415,570,398,571.4,406,591.3,430.71,582.07,416,588.51,406.52,589.22,403.11,586.59,409.04,588.87,413.02,593.28,414.99,599.11,417.09,585.35,412.35,615.37,402,630.32,414.3,642.69,408.09,649.48,418,654.14,428.03,652.23,411,655.25,405.05,643.4,376.41,649.97,407,657.64,431.33,659.2,431.04,619.93,419.01,577.59,434.02,578.23,464.09,580.33,467.99,592.92,457.96,575.3,453.97,565.26,456,544.18,439.08,536.82,434.8,527.36,440.03,522.68,410.01,511.58,430.59,490.11,451.14,489.84,442.96,476.62,446.89,453.99,439.99,451.52,439.53,456.05,436.05,496.2,364.91,470.08,398,443.63,427.01,437.27,427.94,429.7,429.77,439.8,432.88,438.13,423.07,442.02,424.01,439.46,425.56,431.84,427.85,448.51,425.38,446.73,409.91,456.19,399,438.29,435.3,425.73,443.64,423.16,436.17,435.55,430.54,445.01,424.01,442.13,430.14,446.99,428.98,455.91,425.81,433.81,430.79
541.67,336.99,541.55,335.91,539.58,333.91,529.19,326.85,518.34,318,523.2,320,518.28,286.1,512.65,303,523.07,321.96,519.61,318.01,517.95,302.01,504.77,273.96,522.09,328.94,524.77,329.19,516.2,288.17,511.69,296.97,512.36,316.34,480.6,331.98,480.76,337.8,487.13,304.13,482.86,293.95,481.55,341,489.55,344.9,466.93,344.97,463.21,345.2,461.57,356.87,472.54,366.55,461.91,363.93,474.5,375.1,466.4,360.03,465.83,364.02,459.16,364,461.12,369.01,492.01,397,504.67,386.7,506.01,324.02,500.26,343.31,510.06,409.01,570.34,415.99,558.48,397.1,559.31,406,580.97,433.99,570.94,413.96,578.52,401.63,579.3,398.26,575.55,407,577.97,410.98,583.36,411.03,591.43,408.35,578.36,403.39,603.21,402.09,621.66,405.66,633.22,402.12,637.95,417,642.82,429.14,641.83,408.93,646.11,400.07,633.04,373.03,638.38,407.03,647.55,436.14,647.48,432,610.02,415.02,568.2,429.27,567.32,460.99,570.07,464.98,583.12,453.02,564.73,450.9,553.67,454.7,533.88,434.93,528.1,427.12,517.57,434.98,511.4,411.61,501.94,424.97,480.75,444.96,479.68,439.71,466.42,443.39,443.64,436.63,444.5,430.53,448.34,427.34,484.72,366.25,458.58,399.11,433.06,424.02,427.71,422.83,420.05,425.07,431.17,425.2,429.54,416.51,432.57,418.98,430.23,418.3,422.91,419.97,438.39,420.37,436.86,404.92,444.34,400.03,429.12,428.06,416.74,435.97,415.63,427.63,428.2,422.17,435.45,420.02,435.2,421.17,442.98,418.58,452.33,415.33,427.44,421.37
530.48,338.99,530.42,337.89,528.32,335.89,518.33,328.87,506.2,318,511.12,319.98,507.62,282.64,500.57,303.09,511.82,324,508.94,314.97,507.49,298.52,494.88,269.92,510.92,331,513.17,330,506.36,283.37,500.99,293.99,501.75,314.08,470.17,328.16,471.11,332.05,478.44,295.41,473.99,285.99,469.77,339.81,479.78,341.96,457.62,339.55,453.22,340.23,451.58,352.02,463.04,364.02,451.65,360.01,464.47,374,455.95,355.97,454.94,361.02,447.97,362,450.25,367.22,482.04,398.97,495.78,381.94,501.04,315.13,491.84,336.92,500.22,411.81,558.68,417.07,547.93,393.96,548.17,403.97,569.92,433.96,560.76,410.06,569.46,394.46,569.37,393.34,565.34,403.3,568.23,406.19,573.8,405.91,583.43,400.43,570.67,394.66,592.88,397.93,613.02,397.02,623.41,396.98,625.93,417,631.32,430,631.6,406.65,637.02,395.01,622.64,369.87,627.27,408,636.89,439.08,635.27,432,599.81,411.84,559.05,424.07,556.89,457.04,560.43,460.41,573.52,447.52,553.72,449.01,542.51,452.51,523.61,430.97,519.19,420.04,507.79,429.94,499.53,412,492.48,419.01,471.25,439.2,469.73,435.96,456.51,439.14,433.78,431.95,436.98,421.7,439.9,418.9,473.96,369.02,446.62,399,422.97,419.98,418.65,416.58,410.59,419.69,422.79,416.79,421.24,409.21,423.09,414.06,421.02,411.02,414,412,428.45,415.01,427,400,432.48,401,419.84,420.92,407.93,427.93,408.03,419.12,420.09,414.09,426.15,415.11,428.98,411.97,438,408.52,448.04,405.13,421.76,411.71
519.29,338.99,519.27,338.02,516.56,337.09,506.87,330,495.07,316.04,500.94,315.96,497.12,279.07,489.44,300.99,500.11,322.99,498.66,310.96,497.43,294.41,485.32,265.05,498.71,331,502.09,328.07,497.07,277.08,491.07,289.03,491.9,309.96,460.3,323.17,461.66,325.63,471.19,286.18,465.35,277.35,459.21,336.08,470.48,337.59,448.76,332.76,443.78,333.78,441.63,346.73,454.1,360.07,441.38,355.99,454.94,372.02,446.24,350.19,444.64,356.68,437.72,358.07,440.38,363.36,471.99,399,487.53,375.53,496.95,305.92,483.75,329.75,489.6,413,547.04,416.02,537.78,389.83,537.57,401,558.43,433.1,551.2,404.24,560.87,385.87,559.39,388.48,555.68,397.96,558.98,399.98,565.25,398.25,575.73,391.72,563.66,385.72,582.68,393.72,605.11,388.12,613.99,390.98,614.4,416,619.42,430,622.3,402.26,627.91,389.96,612.2,366.93,616.66,409.97,625.53,441,624.32,429.3,590.22,407.17,550.14,418.16,546.84,451.92,551.33,454.33,563.64,442.68,543.18,445.96,531.99,448.99,513.66,425.96,510.45,412.45,498.36,424.23,488.42,409.91,483,413,461.91,432.9,459.89,432.01,446.83,433.94,424.02,427.03,431.03,412.33,432.2,410.18,462.87,371.06,435.41,397.4,413.43,414.4,409.98,408.98,402.01,412.01,415.09,408.19,413.98,400.91,414.02,408.02,412.24,402.35,406.94,402.76,418.49,409.6,417.88,392.97,420.62,400.01,410.94,412.95,400.97,418.72,401.32,410.26,413.46,405.46,416.95,409.94,424.04,402.29,434.04,398.07,443.91,394.89,417.07,401.68
508.08,336.99,507.44,337.42,504.79,336.04,495.29,329.26,485.17,311.02,491.32,310.33,487.1,274.06,478.87,297.88,489.55,319.57,489.15,305.08,487.83,288.82,476.13,259.07,487.6,328.64,492.01,324,488.06,270.06,481.14,284.02,481.95,305.98,450.77,316.86,453.74,316.74,464.64,276.72,456.97,268.61,449.62,329.63,462.57,329.58,440.47,324.47,435.12,325.12,433,338.01,445.24,356.05,431.58,350.69,445.95,368.96,436.66,343.77,434.91,350.88,427.82,352.92,431.02,358.01,462.41,395.88,480.44,367.53,492.02,297.03,475.84,321.97,478.88,412,536.78,411.91,528.31,384.18,527.72,395.92,548.33,429.1,542.68,395.69,552.27,377.27,550.34,381.32,546.22,392.2,550.27,392.27,556.9,389.9,567.29,383.28,557.46,376.46,573.35,387.24,597.94,378.94,604.52,385.02,603.24,414.21,608.48,427.88,613.21,397.17,619.17,384.09,602.18,363.05,605.38,409.36,613.75,440.03,614.1,425.04,580.37,403.13,541.49,411.5,538.17,443.17,543.03,446.03,554.32,436.38,532.67,443.1,522.01,444,504.33,419.34,501.75,404.75,489.27,417.27,477.76,406.95,473.7,406.6,453.38,424.38,450.33,427.23,437.46,428.32,415.02,420.02,424.02,403.33,424.48,401.48,451.3,372,425.04,393.99,404.37,407.38,403.06,400.09,395.82,402.86,409.95,398.57,407.37,392.34,405.75,399.75,405.94,392.7,401.06,393.16,409.83,400.83,408.82,385.82,409.79,397.07,402.28,404.26,395.87,408.82,395.01,401.31,406.98,396.78,408.52,402.61,419.42,392.44,429,387.99,439.03,384.86,412.89,391.37
497.78,333.08,496.99,333.99,494.05,333.04,484.92,325.97,476.55,302.55,482.53,302.5,477.06,269.03,468.96,292.99,479.88,313.85,480.02,298.04,478.79,281.75,467.5,251.49,477.49,324.04,482.68,317.79,479.56,261.56,471.97,276.98,472.84,299.84,443.66,307.67,448.01,307.03,459.64,266.61,451.76,258.72,440.59,321.67,456.85,320.81,432.91,315.93,427.17,316.22,427.03,328.36,436.76,350.87,423.05,342.05,437.64,364.01,428.02,335.05,425.67,343.65,418.76,345.76,422.45,350.45,453.55,391.41,474.96,358.88,487.95,287.82,467.74,314.74,469.07,409.05,526.45,408.01,518.95,377.95,518.21,390.13,539.5,421.5,536.01,386.48,545.92,367.83,541.44,373.54,538.04,384.26,542.62,383.49,549.33,381.25,558.57,375.58,551.97,366.93,565.03,379.2,590.03,370.03,595.04,379.01,592.3,412,598.38,424.35,604.63,390.63,610.33,378.31,592.49,357.97,594.93,406.97,603.31,436,604.64,418.64,570.89,397.92,533.37,403.38,530.98,433.91,535.47,437.47,545.04,430.04,522.95,437.98,512.84,436.85,495.24,412.03,493.31,396.31,481.51,408.51,467.94,401.97,464.4,400.02,444.98,415.82,440.53,422.99,428.43,421.42,407.22,411.33,417.98,393.96,416.99,392.7,439.23,371.97,415.21,389.26,397.33,398.36,397.61,390.68,391.04,393.18,404.17,389.3,401.53,383.53,398.96,390.94,400.01,383.01,395.02,383.55,401.84,391.84,400.25,377.26,399.54,392.55,395.96,394.72,391.01,398.84,389.11,392.23,401.98,387.56,401.98,393.89,415.36,382.38,426.08,377.16,433.96,374.9,411,380.22
